"","common name","scientific name","kingdom","phylum","class","order","family","genus","longitude","latitude","ssp","Depth method","S Thermal safety margin","S Conservation status","S Vertical habitat","S Cumulative impacts","AC Habitat fragmentation","AC Geographic range extent","AC Maximum body length","AC Thermal habitat availability","E Time of climate emergence","E Thermal habitat loss","E Fraction of species lost","E Climate velocity","Sensitivity","Sensitivity SD","Adaptive capacity","Adaptive capacity SD","Exposure","Exposure SD","Vulnerability","Vulnerability SD","S Thermal safety margin risk","S Conservation status risk","S Vertical habitat risk","S Cumulative impacts risk","AC Habitat fragmentation risk","AC Geographic range extent risk","AC Maximum body length risk","AC Thermal habitat availability risk","E Time of climate emergence risk","E Thermal habitat loss risk","E Fraction of species lost risk","E Climate velocity risk","Sensitivity risk","Adaptive capacity risk","Exposure risk","Overall Risk"
"42","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.125,66.875,"SSP5-8.5","SST",0.001460684,0,0.078237986,0.704345046,0.966495335,0.205094997,0.504152423,0.160969566,0.069483451,0.337220067,0.463335318,0.007153953,0.196010929,0.34085389,0.45917808,0.370980691,0.219298197,0.216725112,0.368254956,0.430886496,"Low","Low","Low","Critical","Low","High","High","Critical","Low","High","High","Low","Low","High","Moderate","Moderate"
"43","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.125,66.625,"SSP5-8.5","SST",0.001230486,0,0.274017165,0.705984695,0.966495335,0.205094997,0.504152423,0.153786436,0.069483451,0.337220067,0.469720307,0.006940826,0.245308086,0.3330651,0.457382298,0.372917711,0.220841163,0.219201117,0.373267188,0.354168859,"Low","Low","Moderate","Critical","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"44","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.875,66.375,"SSP5-8.5","SST",0.002525192,0,0.202291134,0.559821675,0.966495335,0.205094997,0.504152423,0.225331744,0.069483451,0.337220067,0.587230836,0.023418838,0.1911595,0.26341385,0.475268625,0.354777013,0.254338298,0.261522428,0.364339309,0.377166421,"Low","Low","Low","Moderate","Low","High","High","Critical","Low","High","High","Low","Low","High","Moderate","Moderate"
"45","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.375,66.375,"SSP5-8.5","SST",0.001069116,0,0.313247345,0.652213825,0.966495335,0.205094997,0.504152423,0.149503772,0.069483451,0.337220067,0.49729042,0.012083864,0.241632571,0.310892649,0.456311632,0.374084221,0.229019451,0.228173523,0.373674792,0.336547281,"Low","Low","Moderate","High","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"46","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.125,66.375,"SSP5-8.5","SST",0.001062803,0,0.184917615,0.716833768,0.966495335,0.205094997,0.504152423,0.154088712,0.069483451,0.337220067,0.464181646,0.006309535,0.225703546,0.338761441,0.457457867,0.372835704,0.219298675,0.217318583,0.370922939,0.385745037,"Low","Low","Low","Critical","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"47","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-67.375,66.125,"SSP5-8.5","SST",0.002526143,0,0.938943474,0.38837489,0.966495335,0.205094997,0.504152423,0.220820064,0.069483451,0.337220067,0.613901064,0.022977155,0.332461127,0.443596919,0.474140705,0.355842065,0.260895434,0.27305804,0.402102588,0.369784694,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"48","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-67.125,66.125,"SSP5-8.5","SST",0.002474778,0,0.266335097,0.369056629,0.966495335,0.205094997,0.504152423,0.221004086,0.069483451,0.337220067,0.605052732,0.012423093,0.159466626,0.187461005,0.47418671,0.355798406,0.256044836,0.272367787,0.350833434,0.337443536,"Low","Low","Moderate","Moderate","Low","High","High","Critical","Low","High","High","Low","Low","High","Moderate","Moderate"
"49","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.875,66.125,"SSP5-8.5","SST",0.002582336,0,0.271529984,0.36018932,0.966495335,0.205094997,0.504152423,0.221193435,0.069483451,0.337220067,0.583059379,0.025387133,0.15857541,0.185190806,0.474234047,0.355753503,0.253787508,0.259175406,0.348429509,0.325729769,"Low","Low","Moderate","Moderate","Low","High","High","Critical","Low","High","High","Low","Low","High","Moderate","Moderate"
"50","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.625,66.125,"SSP5-8.5","SST",0.002863262,0,0.307975203,0.506107132,0.966495335,0.205094997,0.504152423,0.222010595,0.069483451,0.337220067,0.588267163,0.029141716,0.204236399,0.247757493,0.474438337,0.355559941,0.256028099,0.260289113,0.363128782,0.336073197,"Low","Low","Moderate","Moderate","Low","High","High","Critical","Low","High","High","Low","Low","High","Moderate","Moderate"
"51","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.375,66.125,"SSP5-8.5","SST",0.003226498,0,0.217415713,0.691151121,0.966495335,0.205094997,0.504152423,0.228403117,0.069483451,0.337220067,0.581949571,0.05094523,0.227948333,0.325129771,0.476036468,0.354058359,0.25989958,0.251405964,0.373522227,0.380695603,"Low","Low","Low","High","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"52","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.125,66.125,"SSP5-8.5","SST",0.003216453,0,0.225508795,0.788993902,0.966495335,0.205094997,0.504152423,0.221007228,0.069483451,0.337220067,0.584107802,0.024216714,0.254429788,0.371679913,0.474187496,0.355797661,0.253757009,0.2599636,0.381766625,0.393491956,"Low","Low","Low","Critical","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"53","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.875,66.125,"SSP5-8.5","SST",0.001129022,0,0.383769963,0.65814095,0.966495335,0.205094997,0.504152423,0.149377375,0.069483451,0.337220067,0.529808184,0.046678882,0.260759984,0.32064887,0.456280032,0.374118779,0.245797646,0.230763243,0.379598611,0.312319092,"Low","Low","Moderate","High","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"54","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.625,66.125,"SSP5-8.5","SST",0.001104031,0,0.288372968,0.714437505,0.966495335,0.205094997,0.504152423,0.145550471,0.069483451,0.337220067,0.499517382,0.029929556,0.250978626,0.337451258,0.455323306,0.375168647,0.234037614,0.223505629,0.377196592,0.344566837,"Low","Low","Moderate","Critical","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"55","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.375,66.125,"SSP5-8.5","SST",0.001091509,0,0.277759402,0.719024927,0.966495335,0.205094997,0.504152423,0.14941871,0.069483451,0.337220067,0.475938017,0.012681082,0.24946896,0.339219337,0.456290366,0.374107477,0.223830654,0.219713816,0.375083916,0.352294266,"Low","Low","Moderate","Critical","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"56","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.125,66.125,"SSP5-8.5","SST",0.001088638,0,0.248149932,0.710189974,0.966495335,0.205094997,0.504152423,0.153842441,0.069483451,0.337220067,0.459705328,0.00891272,0.239857136,0.334576145,0.457396299,0.372902514,0.218830392,0.214791983,0.37154287,0.361514804,"Low","Low","Moderate","Critical","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"57","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-67.875,65.875,"SSP5-8.5","SST",0.002071088,0,0.996512221,0.43256284,0.966495335,0.205094997,0.504152423,0.191883263,0.069483451,0.337220067,0.67758901,0.099255834,0.357786537,0.471913369,0.466906504,0.362932182,0.295887091,0.281263358,0.417288575,0.346815372,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","High","Critical","Low","Moderate","High","High","Moderate"
"58","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-67.625,65.875,"SSP5-8.5","SST",0.00205285,0,0.996512221,0.428092948,0.966495335,0.205094997,0.504152423,0.196330916,0.069483451,0.337220067,0.63753674,0.119412939,0.356664505,0.471687085,0.468018418,0.361813823,0.290913299,0.258673332,0.412271398,0.342812823,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","High","Critical","Moderate","Moderate","High","Moderate","Moderate"
"59","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-67.375,65.875,"SSP5-8.5","SST",0.002318561,0,0.965605416,0.400748489,0.966495335,0.205094997,0.504152423,0.208931109,0.069483451,0.337220067,0.60129769,0.018419616,0.342168117,0.456319503,0.471168466,0.358701441,0.256605206,0.268984876,0.404710737,0.367927421,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"60","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-67.125,65.875,"SSP5-8.5","SST",0.002763736,0,0.466317751,0.366236118,0.966495335,0.205094997,0.504152423,0.221242582,0.069483451,0.337220067,0.60129769,0.008081782,0.208829401,0.24300199,0.474246334,0.355741851,0.254020747,0.272068245,0.364030831,0.336544301,"Low","Low","Moderate","Moderate","Low","High","High","Critical","Low","High","High","Low","Low","High","Moderate","Moderate"
"61","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.875,65.875,"SSP5-8.5","SST",0.002971044,0,0.159968067,0.415598752,0.966495335,0.205094997,0.504152423,0.222170855,0.069483451,0.337220067,0.574288968,0.016433423,0.144634466,0.195486076,0.474478402,0.355522023,0.249356477,0.258139877,0.350989147,0.37195023,"Low","Low","Low","Moderate","Low","High","High","Critical","Low","High","High","Low","Low","High","Moderate","Moderate"
"62","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.625,65.875,"SSP5-8.5","SST",0.003194388,0,0.097607596,0.4719085,0.966495335,0.205094997,0.504152423,0.227697533,0.069483451,0.337220067,0.576628033,0.015356651,0.143177621,0.22378245,0.475860072,0.354222995,0.249672051,0.259445889,0.357102268,0.415939535,"Low","Low","Low","Moderate","Low","High","High","Critical","Low","High","High","Low","Low","High","Moderate","Moderate"
"63","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.375,65.875,"SSP5-8.5","SST",0.00323036,0,0.078237986,0.547771258,0.966495335,0.205094997,0.504152423,0.22859961,0.069483451,0.337220067,0.578816414,0.042958423,0.157309901,0.262804965,0.476085591,0.354012559,0.257119589,0.252307523,0.363069093,0.430543447,"Low","Low","Low","Moderate","Low","High","High","Critical","Low","High","High","Low","Low","High","Moderate","Moderate"
"64","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.125,65.875,"SSP5-8.5","SST",0.003098585,0,0.078237986,0.678478271,0.966495335,0.205094997,0.504152423,0.221021954,0.069483451,0.337220067,0.574625567,0.021858276,0.18995371,0.327685774,0.474191177,0.355794168,0.25079684,0.256658937,0.371647086,0.4412668,"Low","Low","Low","High","Low","High","High","Critical","Low","High","High","Low","Low","High","Moderate","Moderate"
"65","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-65.875,65.875,"SSP5-8.5","SST",0.002707399,0,0.0896488,0.731625671,0.966495335,0.205094997,0.504152423,0.209068552,0.069483451,0.337220067,0.547052906,0.019334462,0.205995467,0.35288517,0.471202827,0.358667952,0.243272722,0.245940073,0.373271816,0.43660019,"Low","Low","Low","Critical","Low","High","High","Critical","Low","High","High","Low","Low","High","Moderate","Moderate"
"66","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-62.125,65.875,"SSP5-8.5","SST",0.001251184,0,0.865133028,0.562671375,0.966495335,0.205094997,0.504152423,0.153217867,0.069483451,0.337220067,0.535201865,0.012143621,0.357263897,0.429924734,0.457240155,0.37307208,0.238512251,0.243297796,0.406865036,0.321037648,"Low","Low","High","Moderate","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"67","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.875,65.875,"SSP5-8.5","SST",0.001183137,0,0.349937749,0.700455736,0.966495335,0.205094997,0.504152423,0.153506096,0.069483451,0.337220067,0.544604632,0.011593355,0.262894156,0.334983939,0.457312213,0.372993806,0.240725377,0.247304878,0.383310711,0.339734584,"Low","Low","Moderate","Critical","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"68","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.625,65.875,"SSP5-8.5","SST",0.001159388,0,0.278073912,0.732699048,0.966495335,0.205094997,0.504152423,0.153344016,0.069483451,0.337220067,0.520499178,0.015019341,0.252983087,0.345529821,0.457271693,0.373037817,0.23555551,0.236463321,0.380198831,0.357472556,"Low","Low","Moderate","Critical","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"69","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.375,65.875,"SSP5-8.5","SST",0.001244671,0,0.160643446,0.705432488,0.966495335,0.205094997,0.504152423,0.157603726,0.069483451,0.337220067,0.483919738,0.014373169,0.216830151,0.3343559,0.45833662,0.371885269,0.226249106,0.222242804,0.371040316,0.394125854,"Low","Low","Low","Critical","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"70","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.125,65.875,"SSP5-8.5","SST",0.001271211,0,0.138101268,0.67059118,0.966495335,0.205094997,0.504152423,0.157882255,0.069483451,0.337220067,0.466466573,0.020481955,0.202490915,0.31872445,0.458406252,0.371810208,0.223413012,0.213621475,0.366298939,0.398952316,"Low","Low","Low","High","Low","High","High","Critical","Low","High","High","Low","Low","High","Moderate","Moderate"
"71","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-60.875,65.875,"SSP5-8.5","SST",0.001299727,0,0.107299648,0.628828919,0.966495335,0.205094997,0.504152423,0.158281223,0.069483451,0.337220067,0.446808977,0.01906339,0.184357073,0.300549824,0.458505994,0.371702755,0.218143971,0.206720285,0.361435409,0.409640318,"Low","Low","Low","High","Low","High","High","Critical","Low","High","High","Low","Low","High","Moderate","Moderate"
"72","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-60.625,65.875,"SSP5-8.5","SST",0.001354715,0,0.085093894,0.595897042,0.966495335,0.205094997,0.504152423,0.166926012,0.069483451,0.337220067,0.421574346,0.029289909,0.170586413,0.286319864,0.460667192,0.369393243,0.214391943,0.194312918,0.355324666,0.420044812,"Low","Low","Low","High","Low","High","High","Critical","Low","High","High","Low","Low","High","Moderate","Moderate"
"73","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-67.125,65.625,"SSP5-8.5","SST",0.002667628,0,0.996512221,0.374589749,0.966495335,0.205094997,0.504152423,0.218132871,0.069483451,0.337220067,0.603285234,0.009962445,0.3434424,0.469592191,0.473468906,0.356481689,0.254987799,0.272349369,0.404770503,0.379965953,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"74","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.875,65.625,"SSP5-8.5","SST",0.002976485,0,0.993024443,0.427404015,0.966495335,0.205094997,0.504152423,0.223848379,0.069483451,0.337220067,0.547690423,0.036039352,0.355851236,0.469844012,0.474897783,0.355125956,0.247608324,0.241225642,0.400514137,0.355683998,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"75","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.625,65.625,"SSP5-8.5","SST",0.003167308,0,0.251928994,0.524779658,0.966495335,0.205094997,0.504152423,0.228994635,0.069483451,0.337220067,0.546442674,0.030410803,0.19496899,0.249546463,0.476184347,0.35392055,0.245889249,0.242365871,0.358132137,0.34812041,"Low","Low","Moderate","Moderate","Low","High","High","Critical","Low","High","High","Low","Low","High","Moderate","Moderate"
"76","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.375,65.625,"SSP5-8.5","SST",0.003278384,0,0.078237986,0.56455715,0.966495335,0.205094997,0.504152423,0.225535245,0.069483451,0.337220067,0.560352574,0.037878676,0.16151838,0.271111267,0.4753195,0.354729237,0.251233692,0.245968598,0.362585553,0.431359264,"Low","Low","Low","Moderate","Low","High","High","Critical","Low","High","High","Low","Low","High","Moderate","Moderate"
"77","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-66.125,65.625,"SSP5-8.5","SST",0.003129305,0,0.078237986,0.560793849,0.966495335,0.205094997,0.504152423,0.221733291,0.069483451,0.337220067,0.571808528,0.047236388,0.160540285,0.269275561,0.474369011,0.355625586,0.256437109,0.248127407,0.363896631,0.430020374,"Low","Low","Low","Moderate","Low","High","High","Critical","Low","High","High","Low","Low","High","Moderate","Moderate"
"78","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-65.875,65.625,"SSP5-8.5","SST",0.002757278,0,0.126818291,0.522007884,0.966495335,0.205094997,0.504152423,0.213483467,0.069483451,0.337220067,0.579860265,0.042596371,0.162895863,0.246605261,0.472306555,0.357597594,0.257290039,0.252853743,0.361909694,0.398722356,"Low","Low","Low","Moderate","Low","High","High","Critical","Low","High","High","Low","Low","High","Moderate","Moderate"
"79","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-65.625,65.625,"SSP5-8.5","SST",0.002402758,0,0.425708687,0.479170446,0.966495335,0.205094997,0.504152423,0.201220005,0.069483451,0.337220067,0.569197385,0.01574529,0.226820473,0.26143697,0.46924069,0.360596287,0.247911548,0.256214986,0.367876198,0.3214483,"Low","Low","Moderate","Moderate","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"80","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-65.375,65.625,"SSP5-8.5","SST",0.002178988,0,0.890646207,0.427660302,0.966495335,0.205094997,0.504152423,0.193177517,0.069483451,0.337220067,0.581989639,0.016100513,0.330121374,0.424353729,0.467230068,0.362605692,0.251198418,0.261479069,0.40089637,0.352983398,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"81","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-63.375,65.625,"SSP5-8.5","SST",0.001152146,0,0.996512221,0.486925709,0.966495335,0.205094997,0.504152423,0.152203266,0.069483451,0.337220067,0.626110992,0.05907571,0.371147519,0.475791501,0.456986505,0.373347928,0.272972555,0.268324539,0.419149311,0.333843307,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"82","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-63.125,65.625,"SSP5-8.5","SST",0.001132035,0,0.996512221,0.559399212,0.966495335,0.205094997,0.504152423,0.152134746,0.069483451,0.337220067,0.627191283,0.011303763,0.389260867,0.483000786,0.456969375,0.373366575,0.261299641,0.282212683,0.425063998,0.342072549,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"83","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-62.875,65.625,"SSP5-8.5","SST",0.001113503,0,0.996512221,0.565753867,0.966495335,0.205094997,0.504152423,0.152212325,0.069483451,0.337220067,0.562196332,0.020912086,0.390844898,0.483761769,0.45698877,0.373345463,0.247452984,0.251737586,0.418656552,0.328757027,"Low","Low","Critical","Moderate","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"84","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-62.375,65.625,"SSP5-8.5","SST",0.001199,0,0.467699654,0.554080344,0.966495335,0.205094997,0.504152423,0.152626979,0.069483451,0.337220067,0.536528722,0.014127447,0.255744749,0.296719803,0.457092433,0.373232671,0.239339922,0.243223892,0.377842004,0.309260893,"Low","Low","Moderate","Moderate","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"85","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-62.125,65.625,"SSP5-8.5","SST",0.001191187,0,0.532591801,0.61788503,0.966495335,0.205094997,0.504152423,0.152899418,0.069483451,0.337220067,0.521722572,0.012757614,0.287917005,0.333592841,0.457160543,0.373158607,0.235295926,0.237659302,0.38551281,0.307488192,"Low","Low","Moderate","High","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"86","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.875,65.625,"SSP5-8.5","SST",0.001167396,0,0.219360231,0.704257321,0.966495335,0.205094997,0.504152423,0.15737412,0.069483451,0.337220067,0.529684734,0.027183623,0.231196237,0.331809106,0.458279219,0.371947174,0.240892969,0.236454718,0.376493044,0.371418595,"Low","Low","Low","Critical","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"87","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.625,65.625,"SSP5-8.5","SST",0.00126827,0,0.186556592,0.703564835,0.966495335,0.205094997,0.504152423,0.16161022,0.069483451,0.337220067,0.518950905,0.018610545,0.222847424,0.332247172,0.459338244,0.370809129,0.236066242,0.234728663,0.37447307,0.385543393,"Low","Low","Low","Critical","Low","High","High","Critical","Low","High","High","Low","Moderate","High","Moderate","Moderate"
"88","Atlantic Herring","Clupea harengus","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea",-61.375,65.625,"SSP5-8.5","SST",0.001397161,0,0.160895531,0.670212052,0.966495335,0.205094997,0.504152423,0.165757442,0.069483451,0.337220067,0.48960965,0.022361886,0.208126186,0.317178962,0.460375049,0.369703323,0.229668764,0.221939949,0.368160834,0.390933564,"Low","Low","Low","High","Low","High","High","Critical","Low","High","High","Low","Low","High","Moderate","Moderate"
